,x_1,x_2,y
0,0.3338692185146539,4.848144660187074,Even
1,2.725038806995469,1.7031740757831624,Even
2,3.2092237393311693,3.6385010769160693,Odd
3,3.0347106197377576,4.529611666644875,Odd
4,0.07876436187815306,1.8813018985655627,Even
5,1.3881946007644024,1.63352889761691,Odd
6,1.9244848156035084,2.5825777418810207,Odd
7,0.4362985869471898,5.58613974180831,Even
8,5.489545941841799,0.5013386243199731,Odd
9,5.436914635757054,4.224108219298855,Odd
10,0.37131376421655693,2.827755990858223,Even
11,2.549359023287666,3.370767642328202,Even
12,1.984414203201311,4.771229917797369,Odd
13,0.6844621925592338,0.6314586167810954,Even
14,4.938653809005126,2.320508124039619,Even
15,0.6568362058560442,0.17816695445560482,Even
16,0.9889909125409004,5.282851990972992,Even
17,1.3848220700168188,2.2144903082157157,Odd
18,3.1540392183738106,2.4810667849232755,Odd
19,4.758023544645859,4.834578527581363,Even
20,2.1276888985339557,4.188856753890652,Even
21,3.1680928541225217,5.51170818009154,Odd
22,4.752667557250398,2.120355592580701,Even
23,0.7668237671689124,2.4795735899567224,Even
24,4.294165688887949,0.2612310399161559,Even
25,2.5527970063267147,1.7361068072622612,Even
26,3.9220349185221313,4.263725077472191,Odd
27,0.5349942928043476,3.8970267768711446,Even
28,2.833544394259463,2.6193575640067293,Even
29,1.8437328911918143,1.298189942140481,Odd
30,3.0379760865060668,4.90562378998261,Odd
31,1.6677777961873543,2.237909960228247,Odd
32,4.618132624998605,2.2180809260413135,Even
33,0.3696733182724119,1.3905391287550388,Even
34,0.3038738398848537,0.5093524909150584,Even
35,2.844048385201621,5.133520844765922,Even
36,1.8983562475344755,2.2079919090427205,Odd
37,5.481312806407926,5.593235476146976,Odd
38,3.554717002597976,2.866557117361107,Odd
39,4.3453963849541015,4.182910136591252,Even
40,2.2804940756240306,1.0993869823930058,Even
41,1.4433782391690024,5.237966627201954,Odd
42,5.784763807708955,3.247115077803234,Odd
43,3.4758294351500494,2.027206924292596,Odd
44,0.769909316004834,5.6001432106565066,Even
45,4.741973900207858,2.6108660693758425,Even
46,4.589487642069801,0.2978381390132421,Even
47,0.3711594214550735,0.8000031224283184,Even
48,4.525259072629078,5.260000455518097,Even
49,2.100037829692722,5.156365775444285,Even
50,5.041612861199043,4.511411215868866,Odd
51,5.9430546404097715,4.616597718499974,Odd
52,3.639880854907669,0.1119915156829181,Odd
53,2.0739241542245734,1.9933852177717495,Even
54,4.763287676794767,0.8720737876015174,Even
55,0.022717503801124694,3.445623246136271,Even
56,2.2409482781274015,2.4003089587052164,Even
57,0.5153437140555659,2.9011595850058054,Even
58,0.4966818862525233,2.946547073515454,Even
59,1.5858132180773552,2.3366993041320914,Odd
60,5.646069181782023,3.9674692353344385,Odd
61,0.3358195700565183,1.7500285417392825,Even
62,3.0317624297042447,5.79582336823114,Odd
63,3.7644476924833006,5.943672475138173,Odd
64,0.10675623654075772,0.7629088366367409,Even
65,0.9182587854077311,4.707403529817365,Even
66,2.8267171381596845,0.7493806075764831,Even
67,1.4936503316873226,2.761076909806274,Odd
68,0.2281959746647324,1.8002734541794818,Even
69,1.063498202251895,5.555273677886836,Odd
70,1.8647345039795067,4.045756020301782,Odd
71,1.0424038861598164,5.807546596118676,Odd
72,3.3502270086328183,3.7213070440227782,Odd
73,4.960426338468738,2.0733552562426363,Even
74,4.5141734305820025,0.24756882439060002,Even
75,0.4778452630870351,1.5003363784263826,Even
76,0.3221987785443645,2.4938418523175474,Even
77,0.8217244155411743,4.890612882267341,Even
78,1.1673163940935134,1.976155449709415,Odd
79,0.5494155627107269,4.140584093339782,Even
80,3.5788071969656117,3.723156985114215,Odd
81,2.3440830847314746,2.869889709043736,Even
82,0.13298008536474848,2.3768572862112753,Even
83,3.033708163957356,5.734643876883243,Odd
84,2.8234844281931615,3.4252238926702594,Even
85,2.965414112155784,2.3981200750583587,Even
86,5.653584972945489,5.612051721540401,Odd
87,1.5840942873675377,3.9736677827212876,Odd
88,1.4594992409674703,1.7240157205945061,Odd
89,3.00991683733475,3.1591069879223364,Odd
90,5.176952571496475,3.8663238730205656,Odd
91,3.984721608646133,3.6538815069352184,Odd
92,3.203610957477663,0.2898103153733189,Odd
93,2.3809868548101476,4.937361705220275,Even
94,1.165210651423923,2.9298450166967234,Odd
95,1.2445624966722155,4.080600823547096,Odd
96,5.292397599575599,0.5861627599896726,Odd
97,5.467695197427076,3.2557883750230707,Odd
98,0.6477203458991054,2.311151714468556,Even
99,2.2005382188714533,5.661045287665447,Even
100,1.948299040922258,3.17117825566096,Odd
101,0.7746880605735444,5.245907794596096,Even
102,3.3658383717111464,5.030977272320879,Odd
103,3.4294972457542077,3.7012335891097674,Odd
104,2.610810321239568,2.457559309579808,Even
105,2.8552792228389823,1.8933642180723604,Even
106,5.862312251702285,1.2359990858246517,Odd
107,0.013679035266691786,5.057267136504121,Even
108,3.613874405424357,2.1452096965725564,Odd
109,4.5189383828433485,3.7098449332202796,Even
110,3.0739949164840246,4.607704260223315,Odd
111,4.471858909405942,0.9879411142507437,Even
112,4.545581464149247,3.686032794399213,Even
113,5.811719251634537,1.8354868150921388,Odd
114,2.8844973975652337,4.4891347835460325,Even
115,2.395625990157222,4.412023914157898,Even
116,2.4976981897435793,0.10534964008527137,Even
117,3.4279457963940807,5.252909937966833,Odd
118,5.520867548140164,3.070565626640243,Odd
119,2.3019249710437557,5.176567538925459,Even
120,3.933179841508938,0.4397310796856153,Odd
121,2.038644183918188,4.829945837797852,Even
122,1.6735120388604634,1.3498254629918722,Odd
123,3.6264586055213783,4.986967754137625,Odd
124,1.825840252837434,4.969645585038004,Odd
125,0.1478796789867769,2.977952675521564,Even
126,5.563464058857551,2.5790682858581313,Odd
127,2.997082171337957,0.030420981440676176,Even
128,3.85879470792462,2.408001957608252,Odd
129,5.8823915132220925,0.8230465244262122,Odd
130,3.46358726226942,4.09962699956835,Odd
131,3.8302991731824547,0.031336228771772445,Odd
132,3.8371353606956804,4.000032204902025,Odd
133,5.821233012582887,3.950199054737741,Odd
134,3.9835356592770106,3.09678301123396,Odd
135,4.366280077149479,5.876622064367517,Even
136,2.084747029216972,0.970957191761024,Even
137,0.04923844551053702,1.0389512556696308,Even
138,5.537048947271471,1.8261273382278682,Odd
139,1.6454368212265558,5.247649903143487,Odd
140,3.7689649948590676,4.3854032922694355,Odd
141,3.8776522830879543,1.0311342519089874,Odd
142,2.946325390864474,2.2863964255078164,Even
143,4.1228300786893515,2.348354446735894,Even
144,4.094419447771948,2.803949135686819,Even
145,0.08198304273111123,0.9148089131116026,Even
146,0.3274354118448477,4.9259609090922,Even
147,1.3705070455328274,4.529369360718734,Odd
148,3.0481286974480817,5.674413998009344,Odd
149,2.080002781378894,4.463189493042472,Even
150,3.7894172624860225,2.9898770925697153,Odd
151,0.9324996544339221,5.2755902485942965,Even
152,2.1174787446970935,2.5666153140982733,Even
153,5.6022472728853,2.9260486725961017,Odd
154,3.5648996910850173,4.494607020884233,Odd
155,2.6871301768792684,0.03855484575031509,Even
156,0.5802568905700323,1.5203359495306807,Even
157,1.914302303364207,3.4656154013550946,Odd
158,2.3357886728763857,2.582600132904656,Even
159,3.2808173606030726,0.07810516948731161,Odd
160,2.763371868338737,3.278911784196649,Even
161,0.2084578405788975,2.389806162316053,Even
162,2.0232957869215302,4.074032643089935,Even
163,2.379346217736908,0.36801244183640525,Even
164,3.16336793116386,0.6440733009458535,Odd
165,2.4977875626998935,0.0137460692573661,Even
166,3.287296962429922,2.4777545759329023,Odd
167,3.339297918175361,0.808971465994178,Odd
168,5.522777669875396,5.614052704437789,Odd
169,2.8301437219679233,0.6430959831179521,Even
170,4.784541594199199,1.5285982105430336,Even
171,5.62477810688209,2.1201578476230094,Odd
172,3.6692407813197923,2.4651261478418913,Odd
173,4.546774237766316,3.497891052468374,Even
174,5.322890891633501,2.8604625256218705,Odd
175,5.769898310610173,4.291359328774121,Odd
176,3.97170835106729,5.359292423868852,Odd
177,3.654561587334005,3.943485231820655,Odd
178,5.893130778327694,3.592764005295332,Odd
179,4.964815148389661,4.966956989056609,Even
180,4.083848034687401,3.56538806524656,Even
181,0.1314216803321937,2.584958246467046,Even
182,1.0551473011868817,1.2209650509880183,Odd
183,4.623324745682667,4.254959136565995,Even
184,5.702298110217274,4.858012636402881,Odd
185,4.987893339774563,2.2194490225718635,Even
186,5.213261636954512,4.4457755179171095,Odd
187,0.7404714868058699,1.5828001378809828,Even
188,0.06006397029327526,3.8624817485960494,Even
189,0.7548288597480768,0.18161644921027054,Even
190,5.584674629034106,0.7091003090003385,Odd
191,5.244675145245328,0.8451138213042892,Odd
192,4.674469631077483,2.557613034577057,Even
193,2.555616504394448,5.147254396793722,Even
194,1.9737680946501657,1.5135233631129048,Odd
195,4.451841688587822,2.1792271977298108,Even
196,1.4499522404481056,3.8967925097570717,Odd
197,3.8699467705076813,4.444267658572402,Odd
198,2.859266528570738,0.4813441935940026,Even
199,0.21947417159451876,2.4425044989297415,Even
200,2.0943510010449193,1.9813286642811636,Even
201,5.0524149788942925,5.454093721717565,Odd
202,1.4585742524802583,1.5937449621150854,Odd
203,4.580737280649604,0.7289775219548071,Even
204,0.273025162695256,2.039677886992195,Even
205,0.7948709015255491,2.743979652476015,Even
206,5.311124362003908,5.376098112396283,Odd
207,2.8501907968459257,0.6422020238917387,Even
208,1.1231478011170841,0.24003810610651244,Odd
209,0.9528372496919906,2.4883047670342746,Even
210,1.6980496227507507,1.0976783935044976,Odd
211,0.9838793914736634,3.6961412915457457,Even
212,2.1766648403324345,4.442629365218721,Even
213,3.4058705146425976,2.568540071737968,Odd
214,5.238086423570411,1.1879913087142147,Odd
215,5.283102644834274,3.473669155576455,Odd
216,2.2003495938165103,2.1894276260419834,Even
217,5.328876261975001,0.8154173164231509,Odd
218,3.41233180192791,1.9676816001224768,Odd
219,4.554144107789195,2.9528318809036462,Even
220,3.2071420693321864,0.6656463209272938,Odd
221,1.3806846424975001,5.749196041313487,Odd
222,0.3211380088020004,0.023850324075428198,Even
223,0.5139878847813064,5.561936280176823,Even
224,5.168258016827844,3.9328493823669763,Odd
225,5.0586650475145465,5.765146017489792,Odd
226,2.7863796708168813,5.746064052234576,Even
227,3.915292364460844,4.352474796321885,Odd
228,0.03032898463782585,5.475303193574117,Even
229,4.703380501726635,2.685051100871198,Even
230,1.8467079079726931,1.5120149250105774,Odd
231,0.04844451319318477,1.8323220877756172,Even
232,1.9069601214896958,3.0120079579885735,Odd
233,2.9470830171476448,3.963859161582155,Even
234,2.8793785141963166,4.046578135772291,Even
235,3.798817716605837,3.7319276544123308,Odd
236,3.8483937676992372,4.855363455517222,Odd
237,0.9065162849622135,3.7178214696481495,Even
238,5.819582348434136,2.7131152996981287,Odd
239,4.272428752377678,0.863125120958375,Even
240,3.1301178576218383,3.7127981247731388,Odd
241,1.8443363670367574,4.248755246772536,Odd
242,3.4081005591068667,2.1769515948353044,Odd
243,4.6828042529503335,1.3008954901180168,Even
244,5.825805595206711,0.1296106926990246,Odd
245,0.7850111397449107,2.0677844862808055,Even
246,0.05424900929151377,3.464338250111237,Even
247,3.9421214832399816,5.544575568892198,Odd
248,5.580461966040247,4.4664245639040185,Odd
249,3.845175107659143,2.9891410960295017,Odd
250,1.2682540174448453,2.859485891432815,Odd
251,2.313190535192292,3.6852049198461456,Even
252,0.5271507817320846,3.182152470508311,Even
253,2.2863291656376887,5.870434804026294,Even
254,5.048534531191997,1.068547190639788,Odd
255,2.0861118526204705,0.6947524262854476,Even
256,2.497106205731251,0.17706485819800277,Even
257,1.454711300167945,2.53122726123788,Odd
258,1.1689356123987404,4.660145361814523,Odd
259,2.9613704943218933,2.06674341906781,Even
260,0.7995187710514484,4.6288357425593425,Even
261,2.7211136461586607,4.67201901204035,Even
262,3.1624766909590436,1.0097875775654637,Odd
263,0.4724159488066133,1.267791457596108,Even
264,5.8227954413740886,3.1932898241354755,Odd
265,5.843076680419092,2.922628446712471,Odd
266,3.0636220461439363,0.20839329419619546,Odd
267,4.230826494034105,0.6063957218579246,Even
268,4.860252814174391,4.010284768182876,Even
269,5.4446597015529,4.772501236573386,Odd
270,4.559786321179666,1.5200302170187623,Even
271,4.706728785294839,2.329604412590763,Even
272,3.4042202777014055,5.124660583284466,Odd
273,0.47278987929369487,1.6642937438388714,Even
274,4.3430554802241454,0.3861373851804415,Even
275,5.762627683795404,1.1219608864671677,Odd
276,4.360361708240577,1.835359445632878,Even
277,1.9043450639298012,4.010933332871104,Odd
278,4.138106308498957,5.791629382161483,Even
279,1.119438118501901,2.8756379309375184,Odd
280,2.925584715312904,4.394264660519317,Even
281,3.667503066473878,5.163546179186621,Odd
282,1.4094943758663812,4.751646813867785,Odd
283,3.2216922362631912,2.2581528550549548,Odd
284,3.098799856105492,1.276261778795795,Odd
285,3.6604342513113077,2.4357675894582327,Odd
286,0.9318192219252568,3.1027449558302775,Even
287,4.980690730551414,2.776487614944453,Even
288,2.463248884848616,0.4600538660937161,Even
289,1.8420159606532813,2.169150859303048,Odd
290,2.2864818763939914,5.413900111086772,Even
291,4.52767322302318,4.3678398935584735,Even
292,0.7319966157148272,1.0616792264942774,Even
293,2.4868451288387643,2.7717908067470196,Even
294,0.5264924161433999,0.8957738209502206,Even
295,5.248831026323568,4.880530038273839,Odd
296,0.016443341473501016,5.665091668979934,Even
297,3.1851296447144715,2.10547443557512,Odd
298,3.394263159595577,1.2597730557049214,Odd
299,1.515514787512159,2.65360962905586,Odd
300,5.758272499185244,0.16367993902714906,Odd
301,4.738585159354907,4.255409486602888,Even
302,0.3012954215962107,5.818068256285773,Even
303,1.620392045057999,2.3583297726114143,Odd
304,5.075409917081998,3.084517108653154,Odd
305,3.3627338118145254,1.5144550954745684,Odd
306,3.302307725226486,5.807848605594052,Odd
307,1.6004779001017808,1.0616763178778463,Odd
308,0.8666101043911922,5.965392587570272,Even
309,1.6035959211840816,1.2468589799482446,Odd
310,1.5530341297932024,0.6062681784636679,Odd
311,1.956406139111191,5.8745175801848655,Odd
312,1.811793036464295,3.016289670766385,Odd
313,4.767436895424969,2.9112341903575523,Even
314,1.6300344523879942,4.851467962493908,Odd
315,3.830966134618781,4.790185555197843,Odd
316,3.7160701225699535,1.2614144444315065,Odd
317,1.8963122965297854,4.143910725043969,Odd
318,0.15019234708874807,2.303665896990343,Even
319,5.987367419592432,1.3093478243433638,Odd
320,0.8616031942142481,0.46544456892077335,Even
321,0.9866152076663841,2.407385436939129,Even
322,4.905525649192071,3.289165000086053,Even
323,0.29634793966182493,1.3392819283256974,Even
324,3.496218944515234,0.617011453547629,Odd
325,1.60536436231574,5.2387806662196805,Odd
326,2.8802735111288,0.06866831535248208,Even
327,0.26515933191491525,1.401102367036134,Even
328,3.3310044010796642,3.332455689324604,Odd
329,4.674278183945171,1.7673862234178994,Even
330,4.967218358065156,2.251478227870648,Even
331,2.381575145421919,4.875912310014863,Even
332,5.366884443229198,1.019278283093292,Odd
333,1.0554927557316298,1.1116051976371615,Odd
334,5.590879503207422,5.761840488751384,Odd
335,0.3001614557755148,4.09318322713834,Even
336,4.137982395021292,3.939068005994983,Even
337,3.82773576408257,2.353922617051958,Odd
338,1.8024148335062626,0.11435925653317969,Odd
339,4.857343644591648,5.692450742374304,Even
340,4.556599704459277,3.7428151008012893,Even
341,4.179637456735385,4.381866988259777,Even
342,2.386304888107256,5.15932044376927,Even
343,4.306014787751263,5.923322765885585,Even
344,0.18193691726440142,4.726527286207439,Even
345,1.289520173878784,0.23933625380931223,Odd
346,3.136296659786133,2.2468141081740574,Odd
347,0.1219789135022693,0.8975906253763497,Even
348,5.778179742780319,2.397616170056567,Odd
349,0.3918739175065331,2.1596432626810085,Even
350,5.905309678669339,2.3598891410004814,Odd
351,4.130973687271496,0.6693329186112498,Even
352,3.5769104355307553,5.361697737767432,Odd
353,0.8018817495082584,4.923851103806659,Even
354,4.826502963162929,5.287757565167826,Even
355,5.266289825752651,2.882276451708459,Odd
356,4.912487667475734,4.674080183225861,Even
357,5.794077691876197,3.027760714373757,Odd
358,0.6119705143969301,0.536136084617062,Even
359,0.2600891290511882,4.32830935779024,Even
360,4.377714163250465,4.470827715822232,Even
361,0.5152328628035383,3.160599296042558,Even
362,5.199270090756331,4.303857700299919,Odd
363,3.1431626436999895,5.999706527612572,Odd
364,2.053781033211176,3.9101854009615105,Even
365,3.0681026283905717,5.792990458817771,Odd
366,4.144605771031216,1.1438306450883908,Even
367,2.2128764175170694,2.8571887699350196,Even
368,2.0929977941861098,2.8382203936142205,Even
369,4.972396917412577,0.3687383599899159,Even
370,5.3132863502250975,2.565209604902408,Odd
371,2.1768968214347186,1.0516340921579261,Even
372,2.329331241435833,1.9466103995502217,Even
373,4.398405239095202,5.540867187542739,Even
374,1.4307227062596621,1.7063068750060637,Odd
375,4.3761669527153355,4.127381425166853,Even
376,3.8280523216829323,2.585588174759916,Odd
377,0.08922093767844985,2.3883709902690704,Even
378,2.9733110464755876,0.15374951851958651,Even
379,4.418749940675966,5.283784215875736,Even
380,5.665239381400473,3.5538006662662136,Odd
381,3.878112597052149,2.048927040695709,Odd
382,5.765080945843337,2.7460195668461145,Odd
383,1.343250051037342,3.9449822098314185,Odd
384,5.081115362888654,4.447601558350098,Odd
385,4.022069595824336,1.9379277580959868,Even
386,0.8525757515819186,5.742784001862714,Even
387,1.020176863211779,1.9037284976169204,Odd
388,3.3538389856836366,5.626355972495172,Odd
389,5.741648870762887,0.7405644838732155,Odd
390,3.6139179074852237,1.6792341016228518,Odd
391,4.293227454242813,4.53424170947299,Even
392,2.7691128271647885,5.306275963614484,Even
393,1.50874121204967,5.324240545613564,Odd
394,5.551163854452725,0.28752989462112954,Odd
395,1.460654581729246,2.587867080555802,Odd
396,2.9221569494354744,0.746562260220702,Even
397,3.645222337939461,1.7778942258180548,Odd
398,1.1764722819911868,0.1310096258905875,Odd
399,0.6734143305805826,3.3276542462567633,Even
