,x_1,x_2,y
0,3.1588441731064387,5.0148397481823626,4.086841960644401
1,10.102108527833431,3.124210551085374,6.613159539459403
2,-7.705529719454521,7.263782842596209,-0.2208734384291562
3,-3.7854119840943117,1.7796452727154937,-1.002883355689409
4,7.474999618400102,9.701129928826141,8.588064773613121
5,-3.080878808421754,0.7902528599569424,-1.145312974232406
6,2.8658576574739176,10.22076181844197,6.5433097379579435
7,-2.832743390081634,-5.1316741102142105,-3.9822087501479224
8,6.908365951700462,2.5469758572292713,4.727670904464867
9,-3.97749845226899,-4.608694004922894,-4.293096228595942
10,5.010134078451558,-3.4042412820722427,0.8029463981896576
11,-0.4134090343192404,-5.220281831519649,-2.8168454329194446
12,-2.7779910153458176,1.8868417012358096,-0.445574657055004
13,0.9223257411200334,-0.425009057869088,0.2486583416254727
14,1.6718172798374373,4.105006739053495,2.8884120094454664
15,-6.997446283840068,0.5332859766002156,-3.2320801536199264
16,-7.2614056680118955,5.7547457916053935,-0.753329938203251
17,-2.570714482236498,9.18005127100779,3.3046683943856454
18,4.915422502615918,-5.771004233731979,-0.4277908655580305
19,-0.7513219922812813,-2.850926087881339,-1.80112404008131
20,4.119330912704845,1.3548562002597644,2.7370935564823045
21,-3.0640242056455307,5.911077077387603,1.423526435871036
22,-5.5851982482199425,-2.860164761622265,-4.222681504921104
23,-1.7375267749207566,1.0720972721570259,-0.33271475138186535
24,1.1940118420071675,7.94876673251397,4.571389287260569
25,-3.016995219973613,8.179300218444435,2.581152499235411
26,11.567270431214796,-3.2856692012147697,4.140800615000013
27,0.34113747320878135,-1.9763742456486164,-0.8176183862199176
28,1.613882093830562,4.643578690110939,3.1287303919707505
29,1.9934369980254305,-5.53849067620662,-1.7725268390905948
30,-2.0224560026280827,6.171672478792457,2.0746082380821873
31,-4.872210711257475,-6.168666947087898,-5.5204388291726865
32,4.59993230441663,1.2473500990590143,2.923641201737822
33,1.8172745653353564,-1.5795007465188666,0.11888690940824487
34,-13.08404292138274,0.27410880055176545,-6.404967060415487
35,-2.2031064853612055,5.090734390438173,1.4438139525384837
36,0.7500667754680361,3.170139844801703,1.9601033101348695
37,2.910308512147237,-3.3098311514485363,-0.19976131965064958
38,-2.3573351133552665,-0.08215338178858536,-1.219744247571926
39,-1.16816987264704,-9.292400823589093,-5.230285348118066
40,1.1182023909372465,-1.9097482765198528,-0.39577294279130315
41,5.415140612938866,-6.4731787819803195,-0.5290190845207268
42,-5.712773319365686,-0.0820921319062823,-2.8974327256359844
43,5.5912765841805445,1.7874924872134288,3.6893845356969868
44,4.727809621808791,2.8841863357300674,3.805997978769429
45,5.58686839517235,-10.784155037500625,-2.5986433211641375
46,7.6213223347532,2.7546344929300166,5.187978413841608
47,6.059780714846287,-2.0502647687979665,2.0047579730241605
48,6.428824554058905,2.022761776587913,4.2257931653234095
49,-0.6341128717631506,3.5097816537706343,1.4378343910037419
50,0.036751440186293886,6.332855010329182,3.1848032252577383
51,-3.1445045490375683,1.710928169904296,-0.7167881895666361
52,-7.407225648024543,-4.827179823116344,-6.1172027355704435
53,7.879991459225907,2.4969895710805243,5.188490515153216
54,3.3784790993398266,-2.7783109814737132,0.3000840589330567
55,2.326157334789693,7.145539511271116,4.735848423030404
56,-2.164971422690403,-3.8446256918003323,-3.0047985572453677
57,5.518254036539511,-2.7823516499557517,1.3679511932918795
58,0.8792385775646177,-0.8656863266046495,0.006776125479984074
59,-2.0498832094837125,2.562251567054817,0.25618417878555233
60,-3.7150022557425104,0.2637169980234856,-1.7256426288595124
61,1.4574331776921756,1.0680246282205172,1.2627289029563464
62,-6.335117031956168,0.7685376467834746,-2.7832896925863464
63,7.304177981198484,-4.175728060086677,1.5642249605559035
64,-1.2116386057754809,0.025840135034904538,-0.5928992353702882
65,-4.816196066900764,0.03359200942172241,-2.3913020287395206
66,-2.147456676018204,-7.787496456551216,-4.96747656628471
67,-3.3952426901095434,3.4677772555417876,0.03626728271612212
68,1.0916300033432134,5.073520344683514,3.0825751740133636
69,-1.5100096133943628,-3.8532914048841658,-2.6816505091392644
70,2.190347982190957,-3.6481699966042775,-0.7289110072066602
71,2.601409872684614,6.356374514570648,4.478892193627631
72,-2.404421863896477,-4.52719876907693,-3.465810316486704
73,-9.867867687387594,-3.3208704555291577,-6.594369071458376
74,-2.8384194800899794,-1.032021447200154,-1.9352204636450667
75,-6.771824960179018,2.485191194352023,-2.1433168829134974
76,-3.1035962501957,6.0096886007177055,1.4530461752610027
77,-5.541582646914024,-7.1353528610687755,-6.3384677539914
78,-0.7562543913506169,3.554456819401759,1.399101214025571
79,4.832085179455381,7.444677858416306,6.1383815189358435
80,3.4483663845698747,0.3623121535542456,1.90533926906206
81,9.352741146610065,-2.0704631635014312,3.6411389915543166
82,2.2854416576329304,-1.813657155125906,0.2358922512535122
83,0.887954801537617,-7.133208646158221,-3.122626922310302
84,-1.8703079345150508,6.064709395233571,2.09720073035926
85,-8.468737110449103,5.052672784109306,-1.7080321631698987
86,-2.920827514296231,-2.352948717442674,-2.6368881158694526
87,7.4126399699551095,-6.20190843457736,0.6053657676888746
88,2.1716952884037,4.087938447253338,3.129816867828519
89,-0.28945041747022104,8.802688106779234,4.256618844654507
90,6.167147917322397,3.5794299479513025,4.87328893263685
91,-1.9593538815022953,-4.445844816409615,-3.202599348955955
92,-7.4685036887501,2.5881744044944726,-2.4401646421278134
93,1.2919039889677186,2.2036495034169574,1.7477767461923381
94,6.75169724382319,-0.7797633463306815,2.9859669487462543
95,-0.7088171170088476,-0.2836003757512128,-0.4962087463800302
96,0.9970205861785943,-0.9963335410335987,0.00034352257249781193
97,-0.2975959217626429,4.233020437161147,1.967712257699252
98,-4.147303017822227,-3.5375416932564887,-3.842422355539358
99,-0.6973491424041077,0.6554744697739914,-0.020937336315058175
100,2.140977727324334,0.12274867852324564,1.1318632029237898
101,0.7595589968752261,-1.3769599550183107,-0.3087004790715423
102,-3.3336395336348175,-3.2168509888853505,-3.2752452612600838
103,-0.09074471577439006,-5.458667673324565,-2.7747061945494775
104,-0.3625906248500723,7.452860848157111,3.5451351116535195
105,-0.3110554282987528,2.5500802520194865,1.1195124118603668
106,4.279105173790258,-3.4553753231730338,0.4118649253086122
107,-0.9938831507323886,-0.2503722026896342,-0.6221276767110114
108,-6.273860713474571,-0.8017299959532099,-3.5377953547138903
109,0.3804918675574318,-3.057900976807679,-1.3387045546251235
110,-6.847165288302925,3.2743468394554838,-1.7864092244237206
111,-8.816207912437836,-6.86348273004405,-7.839845321240944
112,-0.9022014954011103,-0.996016033478758,-0.9491087644399341
113,1.6780755264293787,-3.494428610785998,-0.9081765421783096
114,-5.026226230729526,2.350426260835956,-1.3378999849467847
115,1.923831643015942,-7.8361097713032635,-2.956139064143661
116,-1.523569825025893,-8.1697241517478,-4.846646988386847
117,3.5049973949445645,-3.8836964732599446,-0.18934953915769004
118,1.3095124551811548,-11.603900762911032,-5.147194153864938
119,-1.7782479535437603,-0.38730495062810844,-1.0827764520859344
120,-3.109076561784103,-4.520339569844584,-3.8147080658143437
