x_1,x_2,y
0.6110978317084694,-0.7010673350855954,Inside
0.8198223471774502,-0.649174104058478,Outside
0.492746303672549,-0.19595893089679195,Inside
0.8224268936577857,0.26976831253688793,Inside
0.521291259958111,-0.8089024163816707,Inside
-0.8302036188063222,-0.330005227955559,Inside
0.5476897256622548,0.11277505512371033,Inside
-0.4199140335510667,0.8544628127254763,Inside
0.6626602458582755,-0.30997664609658404,Inside
-0.34555045058779355,-0.9267059490937757,Inside
-0.5124623614947514,0.9575215219121238,Outside
-0.48332207014982864,0.29064629055743185,Inside
-0.4600847479035364,-0.5666410171315324,Inside
-0.05058534996603292,-0.7906716640759193,Inside
-0.33282137203318274,0.2604408227494772,Inside
0.6477888069915698,-0.8727110067157551,Outside
0.08291140651165052,0.980034321222524,Inside
0.31549734807361407,0.639023051001387,Inside
0.21987358276873503,0.6968574834472825,Inside
-0.8866481751825508,-0.017396255069760835,Inside
-0.41298580329453616,0.5258536540798886,Inside
0.047397969111024674,0.268299992354055,Inside
-0.7237597357261549,0.15025789684359703,Inside
0.1455047132838383,-0.5123523479676095,Inside
-0.5718753667366969,-0.02305907221779213,Inside
-0.6083722081621807,0.4537434640084843,Inside
-0.4136542799383198,0.6877669222566007,Inside
0.32085759433449423,-0.693002333115889,Inside
-0.2683745922007539,-0.5744700295096081,Inside
-0.33780317249106595,0.35944339895474875,Inside
-0.7982928467680397,0.9218876730892185,Outside
0.46734967501441016,-0.44996182380303296,Inside
0.5202102336030765,0.6057987689653985,Inside
-0.418523371586379,-0.8704705955316794,Inside
0.2509529441234013,-0.8112589258577683,Inside
0.17595068515353862,0.1539755098589839,Inside
-0.22623614285002325,-0.9968525080062474,Outside
0.23497268903896895,0.4897379787296958,Inside
-0.2176502899160042,-0.9000053307397249,Inside
0.5100423773621772,0.1497740133746146,Inside
0.3051616446692098,-0.05147472252705465,Inside
0.4525662407132589,-0.4973163694926783,Inside
-0.8516462460004282,0.7151244941701744,Outside
-0.7896084817600872,-0.8852147724378812,Outside
-0.6109379959107706,0.25011194416141413,Inside
0.9151149451850724,0.3753321022323317,Inside
0.4717991227238467,-0.1673941563184016,Inside
0.4612060356881589,-0.4290797296902997,Inside
-0.32353274820234423,-0.30213414325060484,Inside
0.8341300851432993,-0.5464974155420554,Inside
0.36028703054170563,0.7130820926893091,Inside
-0.8871570131414943,-0.39520621949868406,Inside
-0.91396811419006,0.12215056462831053,Inside
-0.3364247460149614,-0.16294675713076678,Inside
0.22479465669830034,-0.07548575584383443,Inside
-0.8506850531095231,-0.43365423638339706,Inside
-0.9161992225323441,-0.404142982368513,Outside
-0.023339799656196814,-0.5892660448449427,Inside
-0.6895254452182795,0.9387668890130256,Outside
0.14382017098356537,-0.6549743001875723,Inside
-0.9537382156508607,-0.15985879781865897,Inside
0.3768318352786717,0.5095160031157795,Inside
0.8620691451587552,0.6110387428834991,Outside
-0.5369001578158259,-0.5722983336683285,Inside
-0.7526977821776355,-0.07290073346675974,Inside
-0.8890086410898697,0.923539019415176,Outside
-0.27668262611712047,-0.26199980269073286,Inside
0.06150365940873037,-0.2899649966185964,Inside
0.4178596746729686,0.9684070414211585,Outside
-0.08570361038826602,0.496641777893684,Inside
-0.8908155099326436,0.5174526336227778,Outside
-0.15177690631864893,0.8631395572820644,Inside
-0.2022375859201826,0.637151875083332,Inside
-0.4602664950686315,-0.8162276445184351,Inside
-0.7083015145531317,-0.07822287101403314,Inside
0.81623023276823,-0.05007760419514873,Inside
0.1324568280266245,-0.9092102726118165,Inside
-0.5880245487322635,-0.8935982573521308,Outside
-0.49537018692462964,-0.250605707962688,Inside
0.38903742739971925,0.9405810320581558,Outside
-0.8369768682950898,-0.8536376459655519,Outside
-0.1061344418585699,0.8813914988664735,Inside
0.4992047356398541,-0.5670904119463012,Inside
-0.22852762664804938,-0.2056893849443273,Inside
0.8160828361975792,-0.595186894249784,Outside
0.7651994238616748,-0.7024036785754719,Outside
0.8724949913491598,0.5595709022357571,Outside
0.48323974641801204,0.8543518762918132,Inside
-0.47909431004580183,-0.5705571343315725,Inside
-0.3126972807448858,-0.7241911497485405,Inside
-0.4579199408094241,0.49911980766529185,Inside
0.7091199823962775,0.44609020012446243,Inside
-0.1357742860232114,-0.9457493937377046,Inside
-0.33676854830553626,-0.02851719241331474,Inside
-0.4449683643837061,0.5360693892198778,Inside
-0.38276662592035726,0.7729925278935605,Inside
-0.8610197022137567,-0.5688935279773011,Outside
0.8022498357445413,0.8659986889991267,Outside
0.7962224053803462,-0.5321037980171224,Inside
0.3768757558322475,0.47274837859045893,Inside
0.2513885987859714,-0.47959179802588414,Inside
-0.9414315038663306,0.7410645159865146,Outside
-0.8995854115661368,0.7575857837716526,Outside
-0.7499896939381092,-0.47394156010146427,Inside
0.9214887066156494,0.38807502102814717,Inside
-0.9618462774125196,0.5421714082221358,Outside
0.7745375658627818,0.018424805089538365,Inside
0.8355778524926625,-0.3969067261130723,Inside
0.1454566302498681,0.8924357781805576,Inside
-0.5462522910075545,0.3108534223527917,Inside
0.6010156870271484,-0.13911357066736718,Inside
0.31336691532245564,0.38772151923129483,Inside
0.4837327978395036,0.12777202981990543,Inside
0.35706620748142526,0.601827571643075,Inside
0.0199616076832152,0.9459079071832512,Inside
0.3642615888817591,-0.06281364526781497,Inside
0.8971852455595004,0.33697921611966675,Inside
0.888469652608405,0.09991902796280838,Inside
0.3775031518227747,-0.5341872210510115,Inside
-0.6637350181372776,0.7149862977428578,Inside
-0.4257586867169847,0.9140123524100583,Outside
0.9582310185723659,-0.4869953616520528,Outside
-0.12053521539110834,0.2135834726946837,Inside
0.18077285573593316,0.5772951029737241,Inside
-0.5248764818911791,-0.41251390008055155,Inside
0.009851860925688571,-0.7589644009277818,Inside
0.20407830032101826,0.9031428789107672,Inside
0.7011507015580347,-0.3016672292107365,Inside
-0.8349724299895087,0.910001648257033,Outside
0.814706895139717,0.8075282255099638,Outside
-0.3956504012846169,-0.5322432729508875,Inside
0.7357459590545925,0.18767913524103585,Inside
-0.08371567340625874,0.7734768302571713,Inside
0.10862451479937674,-0.41125922750811394,Inside
-0.22983712707440707,-0.30937831050984554,Inside
-0.9599557536511028,0.9825982633040082,Outside
-0.9697496770550511,0.8289576624380872,Outside
0.8048392197224807,0.9870808892968486,Outside
-0.27784490442121546,-0.28884269700106735,Inside
-0.16224200031565617,0.49102114370698047,Inside
0.8628742518990278,0.4100943363546041,Inside
0.5040809658662906,-0.13088212949969757,Inside
-0.42615140413022945,0.7024729072735869,Inside
